100.647623	3.880700E-09
105.979723	5.678900E-08
109.301851	2.316900E-08
103.493689	1.886300E-09
105.029679	5.074000E-07
108.178509	3.810300E-07
109.714499	3.879800E-10
114.609826	1.593900E-07
117.913337	8.239900E-08
-118.553461	7.762900E-09
104.449534	1.474600E-06
105.974465	5.946800E-02
105.985524	5.825200E-02
106.032141	5.337300E-02
106.067019	4.969900E-02
106.160569	3.984600E-02
106.220363	3.364500E-02
106.365538	1.862500E-02
106.452519	9.772800E-03
107.510455	1.359500E-06
112.155172	6.126300E-09
113.680103	9.952500E-07
116.807918	7.794800E-07
118.332849	1.305200E-09
123.198197	3.801000E-07
126.480934	2.263500E-07
-127.079187	4.466200E-08
-130.612941	1.037300E-08
102.475900	3.965400E-09
104.000831	2.581200E-06
107.056164	2.704400E-06
108.581095	1.804500E-08
113.130355	2.607500E-06
114.642875	7.528300E-02
114.655286	7.397700E-02
114.704126	6.874300E-02
114.741730	6.480200E-02
114.841955	5.423200E-02
114.905980	4.758000E-02
115.061005	3.146900E-02
115.154149	2.197400E-02
116.167806	2.419700E-06
120.778317	1.800100E-08
122.290837	1.838100E-06
125.396185	1.486100E-06
126.908705	3.936200E-09
131.741754	8.092800E-07
135.002301	5.294800E-07
-135.555604	1.535600E-07
-139.066402	5.889800E-08
103.455845	3.166800E-06
106.584957	3.705500E-06
111.211445	1.089400E-08
112.723965	4.455400E-06
115.752203	4.621300E-06
117.264723	4.869700E-08
121.774129	4.418800E-06
123.273917	9.350000E-02
123.286649	9.211000E-02
123.338914	8.653500E-02
123.378420	8.233900E-02
123.484756	7.108300E-02
123.552166	6.399900E-02
123.717368	4.684300E-02
123.815156	3.673300E-02
124.044855	1.333800E-02
124.786437	4.123500E-06
129.360840	4.863300E-08
130.860628	3.230400E-06
133.941104	2.677000E-06
135.440892	1.084800E-08
140.238713	1.583700E-06
143.474741	1.107900E-06
-143.979355	4.090600E-07
-147.464419	2.000500E-07
160.951651	1.704800E-08
101.673180	2.184000E-09
-108.786861	2.798500E-06
-112.070263	3.735000E-06
107.811892	4.665300E-09
112.235864	5.566900E-06
115.333606	6.345300E-06
119.912552	2.779300E-08
121.412340	7.390400E-06
124.411692	7.609800E-06
125.911480	1.224400E-07
130.378972	7.216800E-06
131.864912	1.142300E-01
131.878760	1.127600E-01
131.933406	1.068600E-01
131.975024	1.024200E-01
132.087563	9.050600E-02
132.158439	8.301000E-02
132.332250	6.485900E-02
132.436124	5.416300E-02
132.678107	2.941500E-02
132.817415	1.530600E-02
133.364700	6.767500E-06
137.900686	1.223500E-07
139.386626	5.445500E-06
142.441444	4.601300E-06
143.927384	2.771400E-08
148.687363	2.902600E-06
151.897599	2.134400E-06
-152.349550	9.303800E-07
-155.807702	5.268800E-07
169.239046	9.488600E-08
173.042238	2.113400E-08
101.187758	1.607500E-06
104.705230	2.657600E-06
110.515650	5.725700E-09
-117.640380	5.264900E-06
-120.886400	6.680300E-06
116.593650	1.174100E-08
120.982070	9.337900E-06
124.046870	1.043000E-05
128.576530	6.652600E-08
130.062470	1.185000E-05
133.032410	1.213900E-05
134.518350	2.896100E-07
138.942350	1.140900E-05
140.413940	1.375500E-01
140.428290	1.360000E-01
140.485630	1.298000E-01
140.528890	1.251300E-01
140.646670	1.125900E-01
140.721230	1.047100E-01
140.903700	8.561300E-02
141.011958	7.436100E-02
141.266169	4.832900E-02
141.412581	3.349000E-02
141.899880	1.074500E-05
146.395570	2.894000E-07
147.867160	8.859300E-06
150.894710	7.602600E-06
152.366300	6.636800E-08
157.085430	5.046300E-06
160.268050	3.856300E-06
-160.663970	1.897300E-06
-164.092808	1.185800E-06
177.464639	3.163100E-07
181.236781	1.167200E-07
102.848230	1.055600E-06
110.136110	3.573000E-06
113.608760	5.291800E-06
119.326230	1.396700E-08
-126.461310	9.266800E-06
-129.668600	1.132600E-05
-131.535510	2.770700E-08
129.692050	1.506700E-05
-138.917040	1.656000E-05
137.201230	1.506600E-07
138.672820	1.845000E-05
141.611930	1.883700E-05
143.083520	6.493800E-07
147.462110	1.751700E-05
148.918650	1.635500E-01
148.933700	1.619300E-01
148.993460	1.554300E-01
149.038640	1.505400E-01
-155.355800	1.374300E-01
149.238870	1.291700E-01
149.428870	1.091800E-01
149.542160	9.740700E-02
149.807230	7.016300E-02
149.960310	5.463500E-02
150.310080	1.959400E-02
150.390240	1.656500E-05
154.843640	6.487600E-07
156.300180	1.397900E-05
159.299520	1.214500E-05
160.756060	1.502800E-07
165.432220	8.399700E-06
168.585460	6.617400E-06
172.738940	2.740400E-08
175.116070	3.569700E-06
-172.319720	2.394700E-06
185.627340	8.185400E-07
189.366360	3.862600E-07
197.269080	3.078000E-08
108.078000	1.367200E-06
111.862240	2.795200E-06
119.051990	7.020100E-06
122.479260	9.669100E-06
-134.295570	3.204400E-08
-135.246480	1.548600E-05
132.219380	1.839000E-05
-140.245540	6.185900E-08
-144.556450	2.352500E-05
-147.552260	2.552500E-05
-151.978550	3.250100E-07
